timestamp,block,tokens,balances,lastChangeBlock,lp_token_virtual_price,lp_token_total_supply,protocol_swap_fee_percent,pool_balance_1,pool_balance_2,pool_balance_market_1,pool_balance_market_2,market_eth_tvl,pool_balance_market_portion_1,pool_balance_market_portion_2,lp_token_market_eth_value,pool_balance_equilibrium_1,pool_balance_equilibrium_2,equilibrium_eth_tvl,pool_balance_equilibrium_portion_1,pool_balance_equilibrium_portion_2,lp_token_equilibrium_eth_value,lp_token_discount_percent,raw_base_apr,raw_fee_apr,incentive_apr,raw_price_apr,pool_address
2022-01-19,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-20,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-21,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-22,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-23,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-24,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-25,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-26,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-27,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-28,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-29,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-30,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-01-31,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-01,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-02,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-03,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-04,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-05,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-06,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-07,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-08,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-09,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-10,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-11,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-12,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-13,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-14,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-15,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-16,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-17,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-18,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-19,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-20,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-21,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-22,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-23,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-24,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-25,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-26,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-27,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-02-28,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-01,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-02,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-03,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-04,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-05,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-06,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-07,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-08,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-09,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-10,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-11,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-12,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-13,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-14,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-15,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-16,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-17,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-18,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-19,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-20,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
2022-03-21,,"['0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10', '0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0', '0xBe9895146f7AF43049ca1c1AE358B0541Ea49704']",,,,,,,,,,,,,,,,,,,,,,,,,0x4EdcB2B46377530Bc18BB4D2c7Fe46a992c73e10
